order_id,date_key,customer_id,product_id,geo_id,ship_mode,quantity,unit_price,discount,sales,profit,profit_margin,days_to_ship
ORD-03070,20210827,CUST-0180,PROD-013,GEO-005,First Class,3,173.58,0.0,520.74,263.5,50.6,2
ORD-01332,20210827,CUST-0030,PROD-004,GEO-015,Standard Class,2,2614.0,0.15,4443.8,1805.28,40.62,7
ORD-00270,20210827,CUST-0071,PROD-042,GEO-018,Second Class,3,1837.57,0.2,4410.17,1241.9,28.16,5
ORD-03583,20210827,CUST-0187,PROD-017,GEO-018,Standard Class,1,56037.3,0.1,50433.57,10008.04,19.84,5
ORD-01422,20210828,CUST-0184,PROD-001,GEO-009,Standard Class,5,5553.41,0.0,27767.05,10551.48,38.0,6
ORD-01556,20210829,CUST-0118,PROD-023,GEO-005,Standard Class,2,3794.7,0.05,7209.93,2173.01,30.14,6
ORD-00806,20210829,CUST-0046,PROD-022,GEO-014,Same Day,5,22691.65,0.0,113458.25,22634.92,19.95,2
ORD-01988,20210829,CUST-0259,PROD-007,GEO-007,Second Class,1,635.35,0.2,508.28,130.12,25.6,5
ORD-02011,20210829,CUST-0210,PROD-043,GEO-018,Standard Class,1,6458.08,0.2,5166.46,1091.16,21.12,5
ORD-02337,20210829,CUST-0258,PROD-042,GEO-002,Standard Class,2,1780.51,0.0,3561.02,1310.46,36.8,6
ORD-02454,20210829,CUST-0273,PROD-044,GEO-007,Second Class,1,818.57,0.1,736.71,374.54,50.84,5
ORD-02530,20210829,CUST-0156,PROD-010,GEO-004,Standard Class,1,3354.88,0.25,2516.16,636.58,25.3,6
ORD-01485,20210830,CUST-0095,PROD-031,GEO-013,Standard Class,1,988.29,0.15,840.05,334.82,39.86,7
ORD-02639,20210831,CUST-0147,PROD-017,GEO-002,First Class,1,56167.37,0.05,53359.0,9827.87,18.42,2
ORD-03799,20210831,CUST-0056,PROD-050,GEO-008,Second Class,3,1881.25,0.2,4515.0,1300.32,28.8,3
ORD-03620,20210831,CUST-0235,PROD-004,GEO-020,Second Class,1,2377.39,0.2,1901.91,709.64,37.31,3
ORD-01591,20210831,CUST-0027,PROD-002,GEO-018,First Class,1,1486.93,0.1,1338.24,506.98,37.88,3
ORD-01795,20210901,CUST-0121,PROD-004,GEO-004,Standard Class,2,2554.87,0.05,4854.25,2153.9,44.37,7
ORD-04707,20210903,CUST-0195,PROD-036,GEO-008,Standard Class,1,7835.4,0.0,7835.4,1958.85,25.0,5
ORD-01232,20210903,CUST-0046,PROD-003,GEO-014,Standard Class,1,1772.51,0.0,1772.51,1023.62,57.75,7
ORD-04911,20210903,CUST-0060,PROD-005,GEO-013,First Class,2,3146.24,0.1,5663.23,1852.89,32.72,3
ORD-04116,20210903,CUST-0007,PROD-032,GEO-003,Standard Class,1,4387.56,0.3,3071.29,454.92,14.81,7
ORD-00905,20210904,CUST-0196,PROD-041,GEO-015,Standard Class,1,25111.39,0.05,23855.82,4786.79,20.07,6
ORD-02613,20210904,CUST-0035,PROD-037,GEO-015,Standard Class,1,3141.85,0.05,2984.76,1197.82,40.13,7
ORD-04796,20210904,CUST-0039,PROD-049,GEO-006,Second Class,1,1973.51,0.0,1973.51,927.55,47.0,4
ORD-04366,20210904,CUST-0092,PROD-047,GEO-001,Standard Class,5,3464.25,0.1,15589.12,3528.13,22.63,6
ORD-03071,20210904,CUST-0228,PROD-016,GEO-016,Standard Class,3,42962.23,0.0,128886.69,28355.07,22.0,7
ORD-00179,20210905,CUST-0128,PROD-028,GEO-010,Standard Class,1,2004.61,0.1,1804.15,591.76,32.8,5
ORD-03215,20210905,CUST-0225,PROD-033,GEO-020,Second Class,1,431.47,0.05,409.9,188.74,46.05,3
ORD-00816,20210905,CUST-0094,PROD-037,GEO-008,Standard Class,3,3201.82,0.0,9605.46,4034.29,42.0,6
ORD-01346,20210905,CUST-0004,PROD-047,GEO-012,Standard Class,5,3378.28,0.05,16046.83,4599.82,28.66,7
ORD-03034,20210906,CUST-0233,PROD-011,GEO-020,Second Class,2,1860.56,0.15,3162.95,1015.94,32.12,3
ORD-00490,20210906,CUST-0294,PROD-044,GEO-002,Second Class,1,861.56,0.2,689.25,251.61,36.5,4
ORD-04272,20210906,CUST-0253,PROD-012,GEO-003,Standard Class,1,1845.28,0.3,1291.7,273.32,21.16,5
ORD-01378,20210907,CUST-0141,PROD-015,GEO-012,First Class,1,1515.76,0.1,1364.18,528.55,38.74,2
ORD-03064,20210907,CUST-0120,PROD-020,GEO-002,Standard Class,2,1192.23,0.4,1430.68,202.69,14.17,7
ORD-02242,20210907,CUST-0129,PROD-031,GEO-015,First Class,1,934.35,0.05,887.63,441.03,49.69,4
ORD-02972,20210907,CUST-0129,PROD-016,GEO-015,Second Class,2,41300.52,0.0,82601.04,17346.22,21.0,3
ORD-02858,20210908,CUST-0113,PROD-050,GEO-003,Standard Class,1,1726.15,0.1,1553.54,527.4,33.95,5
ORD-04910,20210908,CUST-0028,PROD-009,GEO-012,Standard Class,1,2445.31,0.0,2445.31,975.68,39.9,7
ORD-00069,20210908,CUST-0149,PROD-020,GEO-020,Standard Class,1,1154.37,0.05,1096.65,603.76,55.05,6
ORD-04511,20210908,CUST-0298,PROD-035,GEO-018,Second Class,1,17743.26,0.1,15968.93,2592.71,16.24,5
ORD-04907,20210909,CUST-0078,PROD-008,GEO-001,Standard Class,3,2244.2,0.2,5386.08,1522.23,28.26,5
ORD-02378,20210909,CUST-0133,PROD-021,GEO-010,Second Class,2,3178.81,0.1,5721.86,1642.17,28.7,4
ORD-03158,20210909,CUST-0218,PROD-038,GEO-002,First Class,3,1253.54,0.15,3196.53,1245.14,38.95,2
ORD-01370,20210909,CUST-0268,PROD-024,GEO-015,Second Class,1,222.59,0.05,211.46,101.02,47.77,3
ORD-04237,20210909,CUST-0153,PROD-036,GEO-008,Standard Class,1,8315.7,0.15,7068.34,1289.97,18.25,7
ORD-04632,20210909,CUST-0021,PROD-045,GEO-014,Standard Class,3,9757.35,0.0,29272.05,8605.98,29.4,5
ORD-01865,20210910,CUST-0224,PROD-017,GEO-016,Standard Class,1,54375.44,0.15,46219.12,8165.07,17.67,6
ORD-00560,20210910,CUST-0223,PROD-014,GEO-015,Second Class,1,447.01,0.0,447.01,272.23,60.9,4
ORD-02380,20210910,CUST-0097,PROD-027,GEO-004,Standard Class,1,386.82,0.0,386.82,170.82,44.16,7
ORD-00812,20210910,CUST-0219,PROD-017,GEO-020,Second Class,2,53266.61,0.1,95879.9,19026.4,19.84,3
ORD-03376,20210911,CUST-0222,PROD-049,GEO-009,Second Class,1,2066.5,0.2,1653.2,497.28,30.08,3
ORD-01924,20210911,CUST-0012,PROD-035,GEO-010,First Class,1,17881.08,0.0,17881.08,3218.59,18.0,2
ORD-01040,20210912,CUST-0175,PROD-045,GEO-001,Standard Class,4,9625.14,0.1,34650.5,7319.29,21.12,7
ORD-04058,20210912,CUST-0251,PROD-010,GEO-020,First Class,1,3505.38,0.25,2629.04,795.29,30.25,3
ORD-02629,20210912,CUST-0071,PROD-028,GEO-018,Standard Class,4,2042.7,0.15,6945.18,2230.79,32.12,7
ORD-02013,20210913,CUST-0079,PROD-032,GEO-014,First Class,4,4275.96,0.25,12827.88,2592.84,20.21,3
ORD-00355,20210913,CUST-0098,PROD-012,GEO-012,Second Class,1,1868.32,0.25,1401.24,404.61,28.88,5
ORD-03013,20210914,CUST-0225,PROD-047,GEO-020,First Class,1,3620.09,0.0,3620.09,1194.63,33.0,4
ORD-04495,20210914,CUST-0017,PROD-046,GEO-001,Standard Class,4,4660.3,0.05,17709.14,6671.74,37.67,7
ORD-03124,20210915,CUST-0085,PROD-041,GEO-006,Standard Class,2,25696.63,0.2,41114.61,5525.8,13.44,6
ORD-02604,20210915,CUST-0171,PROD-016,GEO-010,Standard Class,1,42278.84,0.25,31709.13,3488.0,11.0,6
ORD-01272,20210915,CUST-0273,PROD-047,GEO-007,Standard Class,1,3428.66,0.0,3428.66,1028.6,30.0,5
ORD-03535,20210916,CUST-0072,PROD-003,GEO-006,Standard Class,1,1807.04,0.15,1535.98,616.7,40.15,7
ORD-01719,20210916,CUST-0044,PROD-033,GEO-014,Standard Class,5,427.94,0.1,1925.73,762.71,39.61,5
ORD-01150,20210917,CUST-0300,PROD-034,GEO-003,Second Class,2,10436.16,0.2,16697.86,1474.75,8.83,4
ORD-04167,20210917,CUST-0161,PROD-035,GEO-012,Same Day,1,18363.2,0.15,15608.72,2153.54,13.8,0
ORD-01662,20210917,CUST-0015,PROD-038,GEO-014,Standard Class,1,1245.3,0.15,1058.5,470.58,44.46,6
ORD-00062,20210918,CUST-0168,PROD-022,GEO-006,Standard Class,1,22418.87,0.1,20176.98,3143.57,15.58,5
ORD-01055,20210918,CUST-0055,PROD-022,GEO-015,Same Day,3,22324.15,0.15,56926.58,8290.51,14.56,0
ORD-04674,20210918,CUST-0173,PROD-046,GEO-005,First Class,1,4569.03,0.0,4569.03,1891.58,41.4,3
ORD-01887,20210919,CUST-0079,PROD-038,GEO-014,Standard Class,1,1229.55,0.2,983.64,383.39,38.98,6
ORD-00701,20210919,CUST-0076,PROD-031,GEO-010,Standard Class,3,927.17,0.35,1807.98,347.86,19.24,6
ORD-04026,20210919,CUST-0105,PROD-020,GEO-001,Standard Class,1,1140.89,0.0,1140.89,577.29,50.6,7
ORD-01063,20210919,CUST-0235,PROD-044,GEO-020,Standard Class,3,843.31,0.0,2529.93,1725.42,68.2,7
ORD-01215,20210919,CUST-0214,PROD-049,GEO-015,Second Class,4,1941.87,0.25,5825.61,1581.22,27.14,3
ORD-03567,20210919,CUST-0108,PROD-049,GEO-018,Standard Class,1,1973.38,0.1,1776.04,752.94,42.39,6
ORD-01951,20210919,CUST-0117,PROD-046,GEO-016,First Class,4,4511.22,0.05,17142.64,7721.9,45.04,4
ORD-02047,20210920,CUST-0193,PROD-025,GEO-014,Second Class,4,353.39,0.0,1413.56,667.91,47.25,3
ORD-03101,20210920,CUST-0086,PROD-041,GEO-007,Standard Class,2,24837.4,0.05,47191.06,9018.21,19.11,6
ORD-02930,20210921,CUST-0032,PROD-042,GEO-005,Same Day,1,1764.11,0.05,1675.9,561.23,33.49,2
ORD-00612,20210921,CUST-0072,PROD-001,GEO-006,Standard Class,1,5587.73,0.2,4470.18,1087.15,24.32,5
ORD-02775,20210921,CUST-0131,PROD-042,GEO-019,Second Class,2,1877.81,0.2,3004.5,846.06,28.16,3
ORD-01085,20210921,CUST-0211,PROD-049,GEO-007,Standard Class,3,1926.06,0.0,5778.18,2715.74,47.0,6
ORD-03214,20210921,CUST-0267,PROD-023,GEO-015,Standard Class,1,3631.55,0.05,3449.97,1186.72,34.4,5
ORD-04368,20210922,CUST-0262,PROD-042,GEO-003,Standard Class,1,1875.49,0.15,1594.17,428.26,26.86,6
ORD-04872,20210922,CUST-0214,PROD-011,GEO-015,Standard Class,1,1731.7,0.0,1731.7,727.31,42.0,6
ORD-04810,20210922,CUST-0271,PROD-014,GEO-002,Standard Class,1,453.44,0.15,385.42,150.13,38.95,7
ORD-02419,20210922,CUST-0043,PROD-029,GEO-012,Second Class,2,2891.69,0.25,4337.54,751.47,17.32,4
ORD-00183,20210923,CUST-0103,PROD-048,GEO-010,Standard Class,1,1529.05,0.2,1223.24,407.09,33.28,5
ORD-02018,20210923,CUST-0002,PROD-047,GEO-006,Standard Class,5,3637.63,0.25,13641.11,2250.78,16.5,7
ORD-02596,20210924,CUST-0279,PROD-020,GEO-001,Standard Class,2,1242.48,0.05,2360.71,1087.02,46.05,5
ORD-01962,20210924,CUST-0071,PROD-022,GEO-018,Standard Class,2,21268.77,0.05,40410.66,7685.7,19.02,5
ORD-03032,20210924,CUST-0108,PROD-031,GEO-018,Standard Class,1,954.56,0.15,811.38,338.8,41.76,6
ORD-02431,20210924,CUST-0161,PROD-018,GEO-012,First Class,1,735.04,0.2,588.03,165.96,28.22,2
ORD-04937,20210924,CUST-0217,PROD-042,GEO-002,Standard Class,2,1770.25,0.1,3186.45,961.55,30.18,6
ORD-01601,20210924,CUST-0270,PROD-019,GEO-011,Second Class,2,4293.15,0.0,8586.3,3155.46,36.75,4
ORD-04606,20210925,CUST-0037,PROD-040,GEO-009,Standard Class,2,119.02,0.1,214.24,105.41,49.2,7
ORD-01868,20210925,CUST-0076,PROD-009,GEO-010,Standard Class,1,2380.41,0.05,2261.39,781.99,34.58,6
ORD-01709,20210925,CUST-0161,PROD-009,GEO-012,Standard Class,1,2379.76,0.25,1784.82,391.68,21.95,6
ORD-04259,20210925,CUST-0300,PROD-022,GEO-003,Second Class,2,22341.56,0.1,40214.81,5764.23,14.33,4
ORD-01990,20210926,CUST-0182,PROD-016,GEO-020,Same Day,3,39983.59,0.35,77968.0,6346.59,8.14,0
ORD-04160,20210927,CUST-0130,PROD-013,GEO-012,Standard Class,1,182.48,0.05,173.36,91.11,52.56,6
ORD-00198,20210927,CUST-0029,PROD-035,GEO-008,Standard Class,1,17241.44,0.0,17241.44,3103.46,18.0,7
ORD-03054,20210927,CUST-0007,PROD-049,GEO-003,Standard Class,1,1990.63,0.0,1990.63,860.75,43.24,6
ORD-02434,20210928,CUST-0044,PROD-041,GEO-014,Standard Class,1,25263.5,0.1,22737.15,4111.11,18.08,7
ORD-02110,20210928,CUST-0297,PROD-001,GEO-015,First Class,4,5254.5,0.3,14712.6,2700.35,18.35,2
ORD-02342,20210928,CUST-0194,PROD-048,GEO-006,First Class,3,1571.89,0.05,4479.89,2119.88,47.32,3
ORD-03648,20210928,CUST-0153,PROD-042,GEO-008,Standard Class,4,1841.6,0.0,7366.4,2946.56,40.0,7
ORD-00202,20210929,CUST-0141,PROD-045,GEO-012,First Class,3,9799.08,0.05,27927.38,7471.7,26.75,4
ORD-03095,20210929,CUST-0292,PROD-034,GEO-006,Standard Class,1,10479.69,0.25,7859.77,648.43,8.25,7
ORD-01156,20210930,CUST-0055,PROD-046,GEO-015,Standard Class,2,4435.45,0.1,7983.81,3093.33,38.75,6
ORD-04555,20210930,CUST-0095,PROD-020,GEO-013,Second Class,1,1199.94,0.2,959.95,354.8,36.96,3
ORD-02925,20210930,CUST-0202,PROD-050,GEO-003,Second Class,4,1802.07,0.1,6487.45,2202.36,33.95,4
ORD-03366,20210930,CUST-0049,PROD-035,GEO-003,Standard Class,1,18554.78,0.05,17627.04,2656.33,15.07,7
ORD-03598,20210930,CUST-0101,PROD-019,GEO-014,Standard Class,5,4334.22,0.2,17336.88,4077.63,23.52,5
ORD-02718,20210930,CUST-0231,PROD-038,GEO-006,First Class,1,1221.94,0.0,1221.94,708.73,58.0,4
ORD-03621,20211001,CUST-0152,PROD-045,GEO-018,Second Class,5,9077.61,0.1,40849.25,10316.89,25.26,4
ORD-02513,20211001,CUST-0011,PROD-002,GEO-003,Standard Class,2,1503.21,0.05,2856.1,1004.27,35.16,5
ORD-00173,20211001,CUST-0018,PROD-034,GEO-014,First Class,1,9660.76,0.15,8211.65,944.14,11.5,2
ORD-00023,20211001,CUST-0034,PROD-014,GEO-003,Standard Class,4,455.93,0.1,1641.35,718.18,43.76,6
ORD-04516,20211001,CUST-0119,PROD-017,GEO-020,Second Class,2,57714.14,0.15,98114.04,17332.82,17.67,3
ORD-03619,20211001,CUST-0279,PROD-006,GEO-001,Standard Class,1,2115.24,0.05,2009.48,672.93,33.49,5
ORD-03133,20211001,CUST-0267,PROD-024,GEO-015,Standard Class,2,223.69,0.0,447.38,234.87,52.5,6
ORD-04749,20211002,CUST-0082,PROD-010,GEO-001,Standard Class,5,3456.33,0.1,15553.49,5866.78,37.72,5
ORD-03213,20211003,CUST-0193,PROD-035,GEO-014,Standard Class,3,17130.3,0.05,48821.35,8396.79,17.2,5
ORD-03062,20211003,CUST-0254,PROD-018,GEO-017,Standard Class,2,753.95,0.15,1281.72,432.28,33.73,5
ORD-03948,20211003,CUST-0100,PROD-015,GEO-012,First Class,1,1431.79,0.25,1073.84,279.07,25.99,3
ORD-02365,20211004,CUST-0017,PROD-048,GEO-001,Standard Class,2,1474.13,0.35,1916.37,339.21,17.7,6
ORD-04599,20211004,CUST-0282,PROD-019,GEO-002,First Class,2,4689.31,0.2,7502.9,1546.2,20.61,4
ORD-01750,20211005,CUST-0024,PROD-010,GEO-001,Standard Class,2,3505.86,0.3,4908.2,1038.58,21.16,6
ORD-00196,20211005,CUST-0177,PROD-042,GEO-016,Standard Class,5,1799.8,0.0,8999.0,3959.56,44.0,7
ORD-02444,20211005,CUST-0143,PROD-049,GEO-016,Standard Class,5,2020.81,0.05,9598.85,4515.97,47.05,7
ORD-01060,20211005,CUST-0296,PROD-004,GEO-008,Standard Class,2,2553.83,0.15,4341.51,1679.73,38.69,5
ORD-00234,20211006,CUST-0061,PROD-005,GEO-019,Standard Class,1,3290.36,0.25,2467.77,567.34,22.99,5
ORD-04912,20211007,CUST-0054,PROD-007,GEO-013,Standard Class,1,658.74,0.1,592.87,204.18,34.44,5
ORD-00197,20211007,CUST-0094,PROD-044,GEO-008,Second Class,2,835.25,0.0,1670.5,1035.71,62.0,4
ORD-01944,20211007,CUST-0248,PROD-034,GEO-020,Standard Class,1,9760.21,0.0,9760.21,1610.43,16.5,5
ORD-02965,20211007,CUST-0133,PROD-047,GEO-010,Standard Class,2,3391.95,0.1,6105.51,1501.96,24.6,7
ORD-04766,20211007,CUST-0079,PROD-004,GEO-014,Second Class,1,2622.32,0.1,2360.09,1076.99,45.63,4
ORD-01175,20211008,CUST-0023,PROD-001,GEO-007,Standard Class,1,5506.57,0.2,4405.26,1071.36,24.32,5
ORD-04839,20211008,CUST-0004,PROD-019,GEO-012,Second Class,1,4359.41,0.0,4359.41,1602.08,36.75,4
ORD-01336,20211008,CUST-0182,PROD-015,GEO-020,Standard Class,3,1430.82,0.2,3433.97,1087.88,31.68,7
ORD-03021,20211008,CUST-0150,PROD-036,GEO-002,Second Class,3,8345.83,0.0,25037.49,5758.62,23.0,5
ORD-04813,20211008,CUST-0185,PROD-044,GEO-014,First Class,3,861.92,0.0,2585.76,1683.33,65.1,2
ORD-01839,20211009,CUST-0196,PROD-034,GEO-015,Standard Class,1,10147.07,0.0,10147.07,1598.16,15.75,6
ORD-02840,20211009,CUST-0055,PROD-027,GEO-015,Standard Class,1,378.15,0.05,359.24,164.77,45.87,5
ORD-02000,20211009,CUST-0218,PROD-006,GEO-002,Same Day,1,2276.04,0.0,2276.04,837.59,36.8,1
ORD-02542,20211009,CUST-0055,PROD-014,GEO-015,Second Class,5,435.66,0.0,2178.3,1326.58,60.9,5
ORD-02538,20211009,CUST-0283,PROD-002,GEO-013,First Class,1,1428.7,0.05,1357.26,544.68,40.13,3
ORD-04884,20211010,CUST-0125,PROD-020,GEO-003,Standard Class,3,1141.18,0.1,3081.19,1278.45,41.49,5
ORD-00515,20211010,CUST-0296,PROD-011,GEO-008,First Class,4,1850.47,0.05,7031.79,2559.57,36.4,4
ORD-00613,20211010,CUST-0114,PROD-036,GEO-014,Second Class,2,8351.25,0.0,16702.5,4384.4,26.25,3
ORD-02512,20211011,CUST-0200,PROD-030,GEO-017,Standard Class,2,563.61,0.05,1070.86,407.33,38.04,5
ORD-00788,20211011,CUST-0115,PROD-017,GEO-005,Standard Class,3,54072.44,0.15,137884.72,20372.75,14.78,5
ORD-01940,20211011,CUST-0240,PROD-005,GEO-002,First Class,4,3109.48,0.05,11816.02,3759.1,31.81,3
ORD-01616,20211012,CUST-0291,PROD-035,GEO-003,Standard Class,1,17862.19,0.1,16075.97,2182.99,13.58,6
ORD-00012,20211012,CUST-0014,PROD-047,GEO-011,Second Class,2,3526.42,0.3,4936.99,715.36,14.49,3
ORD-00547,20211013,CUST-0163,PROD-049,GEO-004,Standard Class,3,1955.57,0.0,5866.71,2536.76,43.24,6
ORD-03885,20211013,CUST-0176,PROD-041,GEO-019,Standard Class,1,24422.63,0.05,23201.5,4877.19,21.02,6
ORD-00525,20211014,CUST-0040,PROD-023,GEO-008,Standard Class,3,3750.96,0.0,11252.88,4051.04,36.0,7
ORD-01455,20211014,CUST-0130,PROD-039,GEO-012,Standard Class,1,760.67,0.15,646.57,297.36,45.99,7
ORD-03477,20211014,CUST-0033,PROD-024,GEO-006,Standard Class,2,222.01,0.0,444.02,222.01,50.0,7
ORD-01580,20211014,CUST-0112,PROD-045,GEO-010,Standard Class,1,9087.6,0.1,8178.84,1877.86,22.96,6
ORD-03425,20211014,CUST-0166,PROD-016,GEO-020,First Class,1,41459.01,0.35,26948.36,2193.6,8.14,3
ORD-02975,20211015,CUST-0194,PROD-042,GEO-006,Standard Class,2,1881.27,0.05,3574.41,1301.09,36.4,7
ORD-03834,20211015,CUST-0205,PROD-029,GEO-016,Standard Class,1,2773.5,0.05,2634.82,791.24,30.03,7
ORD-02485,20211015,CUST-0188,PROD-047,GEO-016,Standard Class,4,3569.38,0.25,10708.14,1943.52,18.15,7
ORD-02565,20211015,CUST-0143,PROD-017,GEO-016,Second Class,1,52827.17,0.1,47544.45,9434.72,19.84,4
ORD-00956,20211016,CUST-0149,PROD-044,GEO-020,Standard Class,1,843.98,0.1,759.58,424.79,55.92,6
ORD-04300,20211016,CUST-0017,PROD-047,GEO-001,Standard Class,4,3469.91,0.15,11797.69,2376.99,20.15,6
ORD-02569,20211016,CUST-0136,PROD-042,GEO-020,Same Day,1,1730.21,0.0,1730.21,761.29,44.0,1
ORD-02625,20211016,CUST-0243,PROD-017,GEO-011,First Class,3,57033.68,0.15,145435.88,24524.85,16.86,2
ORD-04580,20211017,CUST-0170,PROD-049,GEO-003,Standard Class,2,1916.24,0.1,3449.23,1222.98,35.46,6
ORD-01429,20211017,CUST-0065,PROD-016,GEO-020,Second Class,1,41326.57,0.15,35127.58,5641.49,16.06,3
ORD-04885,20211018,CUST-0051,PROD-036,GEO-008,Standard Class,1,8345.58,0.05,7928.3,1803.69,22.75,6
ORD-01159,20211018,CUST-0184,PROD-007,GEO-009,Standard Class,1,630.82,0.1,567.74,186.22,32.8,6
ORD-01077,20211018,CUST-0256,PROD-004,GEO-005,Standard Class,4,2411.06,0.0,9644.24,4702.53,48.76,7
ORD-00856,20211018,CUST-0259,PROD-020,GEO-007,Standard Class,1,1217.47,0.35,791.36,161.04,20.35,6
ORD-02913,20211020,CUST-0129,PROD-044,GEO-015,Standard Class,1,869.72,0.15,739.26,351.32,47.52,6
ORD-01431,20211020,CUST-0224,PROD-008,GEO-016,Standard Class,1,2281.69,0.1,2053.52,889.1,43.3,5
ORD-00502,20211020,CUST-0049,PROD-007,GEO-003,Same Day,1,664.19,0.05,630.98,211.31,33.49,1
ORD-04914,20211021,CUST-0229,PROD-043,GEO-010,Standard Class,5,6815.84,0.0,34079.2,10223.76,30.0,7
ORD-01710,20211021,CUST-0267,PROD-002,GEO-015,Second Class,2,1431.73,0.05,2720.29,1091.67,40.13,4
ORD-01127,20211022,CUST-0094,PROD-048,GEO-008,Standard Class,1,1483.41,0.35,964.22,185.52,19.24,6
ORD-04953,20211023,CUST-0055,PROD-012,GEO-015,Standard Class,2,1811.22,0.0,3622.44,1901.78,52.5,6
ORD-00238,20211023,CUST-0020,PROD-010,GEO-020,Standard Class,2,3482.04,0.05,6615.88,3311.25,50.05,7
ORD-00531,20211023,CUST-0154,PROD-028,GEO-019,First Class,2,2188.41,0.05,4157.98,1664.85,40.04,3
ORD-04141,20211023,CUST-0294,PROD-010,GEO-002,Second Class,3,3392.06,0.0,10176.18,4681.04,46.0,4
ORD-00061,20211023,CUST-0109,PROD-041,GEO-009,Standard Class,1,24051.59,0.0,24051.59,5050.83,21.0,6
ORD-04815,20211023,CUST-0084,PROD-004,GEO-018,First Class,1,2607.42,0.15,2216.31,943.24,42.56,3
ORD-03561,20211023,CUST-0014,PROD-021,GEO-011,Standard Class,1,3161.48,0.0,3161.48,1161.85,36.75,6
ORD-00132,20211024,CUST-0075,PROD-039,GEO-013,Standard Class,1,819.04,0.0,819.04,515.99,63.0,5
ORD-04049,20211024,CUST-0130,PROD-047,GEO-012,Second Class,5,3531.49,0.0,17657.45,5562.1,31.5,4
ORD-01282,20211024,CUST-0243,PROD-006,GEO-011,First Class,2,2288.72,0.15,3890.82,1192.93,30.66,2
ORD-00769,20211024,CUST-0078,PROD-047,GEO-001,Standard Class,1,3646.44,0.2,2917.15,515.28,17.66,5
ORD-02903,20211024,CUST-0129,PROD-039,GEO-015,Standard Class,2,807.21,0.0,1614.42,1017.08,63.0,6
ORD-00177,20211024,CUST-0294,PROD-010,GEO-002,Same Day,2,3360.88,0.3,4705.23,995.62,21.16,2
ORD-04819,20211025,CUST-0086,PROD-043,GEO-007,First Class,2,6351.46,0.0,12702.92,3810.88,30.0,3
ORD-02986,20211025,CUST-0287,PROD-022,GEO-018,Standard Class,1,22863.84,0.2,18291.07,2446.61,13.38,5
ORD-03417,20211026,CUST-0115,PROD-040,GEO-005,Second Class,1,118.2,0.1,106.38,48.15,45.26,5
ORD-04744,20211026,CUST-0293,PROD-042,GEO-011,Standard Class,3,1744.56,0.0,5233.68,2198.14,42.0,6
ORD-02022,20211026,CUST-0068,PROD-022,GEO-018,Standard Class,2,21238.74,0.1,38229.73,6551.81,17.14,7
ORD-00813,20211026,CUST-0005,PROD-028,GEO-006,Standard Class,3,2042.62,0.1,5515.07,1808.94,32.8,7
ORD-02917,20211026,CUST-0050,PROD-022,GEO-013,First Class,2,21823.65,0.05,41464.94,7527.75,18.15,4
ORD-02354,20211027,CUST-0206,PROD-049,GEO-005,Standard Class,5,1964.61,0.25,7367.29,1752.08,23.78,5
ORD-00189,20211027,CUST-0103,PROD-026,GEO-010,First Class,3,697.75,0.2,1674.6,557.31,33.28,2
ORD-00436,20211027,CUST-0256,PROD-041,GEO-005,First Class,3,25735.53,0.0,77206.59,14916.31,19.32,4
ORD-02912,20211027,CUST-0297,PROD-046,GEO-015,First Class,2,4654.06,0.1,8377.31,3245.79,38.75,4
ORD-00973,20211027,CUST-0257,PROD-035,GEO-009,Second Class,1,17366.33,0.05,16498.01,2702.37,16.38,4
ORD-01634,20211028,CUST-0021,PROD-004,GEO-014,Standard Class,2,2378.82,0.0,4757.64,2647.63,55.65,7
ORD-04693,20211028,CUST-0230,PROD-036,GEO-004,Standard Class,5,7791.35,0.0,38956.75,8960.05,23.0,7
ORD-04053,20211028,CUST-0294,PROD-036,GEO-002,Standard Class,2,8088.33,0.2,12941.33,1904.96,14.72,5
ORD-00240,20211029,CUST-0264,PROD-015,GEO-019,Second Class,1,1554.5,0.05,1476.78,665.21,45.04,4
ORD-01512,20211029,CUST-0098,PROD-046,GEO-012,Standard Class,1,4363.51,0.0,4363.51,2061.76,47.25,5
ORD-02438,20211029,CUST-0228,PROD-012,GEO-016,Standard Class,1,1852.72,0.0,1852.72,1019.0,55.0,7
ORD-03217,20211029,CUST-0250,PROD-044,GEO-017,Standard Class,2,881.72,0.1,1587.1,887.57,55.92,7
ORD-00370,20211029,CUST-0087,PROD-004,GEO-006,First Class,1,2582.06,0.1,2323.85,1009.95,43.46,4
ORD-04923,20211030,CUST-0269,PROD-017,GEO-003,Second Class,1,56064.72,0.0,56064.72,11347.5,20.24,4
ORD-00661,20211030,CUST-0255,PROD-021,GEO-011,Standard Class,1,3109.99,0.0,3109.99,1142.92,36.75,6
ORD-00480,20211030,CUST-0148,PROD-043,GEO-015,Standard Class,1,6677.4,0.2,5341.92,1076.93,20.16,5
ORD-04936,20211031,CUST-0014,PROD-017,GEO-011,Standard Class,2,54951.79,0.1,98913.22,18736.14,18.94,6
ORD-04714,20211031,CUST-0025,PROD-041,GEO-019,Standard Class,1,24408.11,0.0,24408.11,5638.27,23.1,6
ORD-01856,20211101,CUST-0222,PROD-021,GEO-009,Standard Class,2,3110.76,0.0,6221.52,2177.53,35.0,6
